transaction_id,amount,merchant_id,timestamp,location,device_type,user_id,is_international,is_fraud
91,4238.6,M240,2025-01-01 15:30:00,TX,mobile,2919,0,0
92,5972.29,M241,2025-01-01 15:33:00,FL,desktop,3638,0,0
93,2154.81,M242,2025-01-01 15:36:00,OH,POS,3421,1,0
94,4582.41,M243,2025-01-01 15:39:00,WA,desktop,3763,0,0
95,3571.27,M244,2025-01-01 15:42:00,NY,desktop,3443,0,0
96,4159.46,M245,2025-01-01 15:45:00,TX,tablet,2153,1,0
97,932.23,M246,2025-01-01 15:48:00,NY,POS,3782,0,0
98,2411.29,M247,2025-01-01 15:51:00,TX,POS,3804,0,0
99,1467.91,M248,2025-01-01 15:54:00,WA,desktop,2231,1,1
100,2080.43,M249,2025-01-01 15:57:00,FL,desktop,2788,0,0
101,3093.38,M200,2025-01-01 16:00:00,FL,POS,2345,0,0
102,4009.75,M201,2025-01-01 16:03:00,NY,tablet,3377,0,0
103,662.27,M202,2025-01-01 16:06:00,OH,mobile,2551,0,1
104,811.44,M203,2025-01-01 16:09:00,OH,mobile,3229,0,0
105,1952.22,M204,2025-01-01 16:12:00,NY,tablet,2810,0,0
106,3979.54,M205,2025-01-01 16:15:00,TX,tablet,2570,1,1
107,5083.64,M206,2025-01-01 16:18:00,NY,tablet,2560,0,0
108,3332.95,M207,2025-01-01 16:21:00,NY,desktop,2174,1,0
109,5131.08,M208,2025-01-01 16:24:00,WA,tablet,3777,0,0
110,2327.48,M209,2025-01-01 16:27:00,OH,desktop,3170,1,0
111,1921.22,M210,2025-01-01 16:30:00,FL,mobile,3931,0,0
112,2144.96,M211,2025-01-01 16:33:00,TX,desktop,2291,1,0
113,1051.36,M212,2025-01-01 16:36:00,WA,mobile,2377,0,0
114,4979.8,M213,2025-01-01 16:39:00,FL,POS,3885,0,0
115,2051.86,M214,2025-01-01 16:42:00,FL,POS,3899,1,1
116,3327.65,M215,2025-01-01 16:45:00,CA,POS,2032,1,0
117,3483.95,M216,2025-01-01 16:48:00,CA,desktop,2619,1,0
118,3143.55,M217,2025-01-01 16:51:00,NY,POS,3406,0,0
119,46.05,M218,2025-01-01 16:54:00,NY,mobile,2342,1,0
120,5930.42,M219,2025-01-01 16:57:00,CA,desktop,2829,0,0
121,5434.89,M220,2025-01-01 17:00:00,WA,tablet,3960,0,0
122,1269.59,M221,2025-01-01 17:03:00,TX,desktop,2460,0,0
123,1776.16,M222,2025-01-01 17:06:00,WA,tablet,2219,1,0
124,3134.46,M223,2025-01-01 17:09:00,FL,POS,3243,1,0
125,5414.41,M224,2025-01-01 17:12:00,FL,mobile,2786,0,0
126,5902.28,M225,2025-01-01 17:15:00,WA,tablet,3124,1,0
127,1567.53,M226,2025-01-01 17:18:00,NY,mobile,3566,1,1
128,3399.22,M227,2025-01-01 17:21:00,FL,desktop,3585,1,0
129,4847.6,M228,2025-01-01 17:24:00,WA,mobile,2681,1,0
130,2384.39,M229,2025-01-01 17:27:00,CA,tablet,3894,0,0
131,4394.51,M230,2025-01-01 17:30:00,TX,tablet,2016,0,0
132,991.58,M231,2025-01-01 17:33:00,WA,mobile,2731,1,0
133,3616.17,M232,2025-01-01 17:36:00,OH,tablet,3731,1,0
134,5199.21,M233,2025-01-01 17:39:00,TX,desktop,2773,0,0
135,5901.62,M234,2025-01-01 17:42:00,NY,mobile,3339,1,0
136,503.81,M235,2025-01-01 17:45:00,WA,desktop,2786,1,0
137,2587.23,M236,2025-01-01 17:48:00,NY,POS,2697,1,0
138,1251.12,M237,2025-01-01 17:51:00,FL,POS,2214,0,0
139,2720.3,M238,2025-01-01 17:54:00,OH,desktop,3575,1,0
140,3300.15,M239,2025-01-01 17:57:00,TX,desktop,3403,1,0
141,587.16,M240,2025-01-01 18:00:00,TX,desktop,2812,1,0
142,1802.26,M241,2025-01-01 18:03:00,FL,POS,2041,0,0
143,5567.68,M242,2025-01-01 18:06:00,WA,tablet,3861,0,0
144,3426.95,M243,2025-01-01 18:09:00,CA,POS,3175,0,0
145,2760.75,M244,2025-01-01 18:12:00,CA,tablet,2661,0,0
146,4528.55,M245,2025-01-01 18:15:00,OH,POS,2052,0,0
147,4458.92,M246,2025-01-01 18:18:00,TX,desktop,3748,0,0
148,320.02,M247,2025-01-01 18:21:00,WA,tablet,2333,1,0
149,4260.92,M248,2025-01-01 18:24:00,TX,desktop,3175,1,0
150,5040.28,M249,2025-01-01 18:27:00,TX,tablet,2920,0,0
151,1020.65,M200,2025-01-01 18:30:00,NY,POS,2144,0,1
152,4692.56,M201,2025-01-01 18:33:00,CA,POS,2122,0,0
153,1740.62,M202,2025-01-01 18:36:00,WA,POS,3138,1,1
154,1859.62,M203,2025-01-01 18:39:00,OH,desktop,2877,0,0
155,4001.61,M204,2025-01-01 18:42:00,TX,POS,2930,0,0
156,695.01,M205,2025-01-01 18:45:00,WA,tablet,3232,0,0
157,3999.29,M206,2025-01-01 18:48:00,OH,desktop,2567,0,0
158,5330.51,M207,2025-01-01 18:51:00,WA,desktop,3307,0,0
159,4186.98,M208,2025-01-01 18:54:00,WA,desktop,2705,0,0
160,2658.76,M209,2025-01-01 18:57:00,CA,desktop,2545,1,0
161,2646.14,M210,2025-01-01 19:00:00,FL,POS,3088,1,0
162,4597.62,M211,2025-01-01 19:03:00,CA,POS,2622,1,0
163,3406.88,M212,2025-01-01 19:06:00,WA,tablet,3919,1,0
164,536.88,M213,2025-01-01 19:09:00,CA,POS,3666,1,0
165,3508.55,M214,2025-01-01 19:12:00,OH,mobile,2442,0,0
166,4894.62,M215,2025-01-01 19:15:00,OH,POS,3847,1,0
167,2042.29,M216,2025-01-01 19:18:00,NY,POS,3045,0,0
168,5567.63,M217,2025-01-01 19:21:00,CA,POS,2425,0,0
169,4511.78,M218,2025-01-01 19:24:00,WA,tablet,2387,0,0
170,3457.16,M219,2025-01-01 19:27:00,OH,tablet,3486,0,0
171,4517.31,M220,2025-01-01 19:30:00,CA,mobile,2099,0,0
172,502.52,M221,2025-01-01 19:33:00,NY,POS,3766,0,0
173,5160.55,M222,2025-01-01 19:36:00,NY,POS,3653,0,0
174,4934.38,M223,2025-01-01 19:39:00,CA,desktop,3803,1,0
175,5461.93,M224,2025-01-01 19:42:00,WA,mobile,3316,1,0
176,797.93,M225,2025-01-01 19:45:00,WA,tablet,2751,0,0
177,518.23,M226,2025-01-01 19:48:00,TX,POS,3576,1,0
178,856.34,M227,2025-01-01 19:51:00,WA,POS,3081,0,0
179,2414.29,M228,2025-01-01 19:54:00,OH,tablet,2062,1,0
180,2563.11,M229,2025-01-01 19:57:00,FL,POS,3350,0,0
181,3386.44,M230,2025-01-01 20:00:00,OH,POS,3502,1,0
182,759.79,M231,2025-01-01 20:03:00,WA,desktop,2900,1,0
183,1232.36,M232,2025-01-01 20:06:00,FL,POS,2090,1,0
184,4875.52,M233,2025-01-01 20:09:00,FL,mobile,3368,0,0
185,2823.89,M234,2025-01-01 20:12:00,TX,POS,3552,0,0
186,4853.39,M235,2025-01-01 20:15:00,OH,mobile,3947,1,0
187,74.34,M236,2025-01-01 20:18:00,TX,tablet,3910,1,1
188,3323.01,M237,2025-01-01 20:21:00,WA,mobile,3946,1,0
189,5593.63,M238,2025-01-01 20:24:00,WA,POS,2436,1,0
190,3505.59,M239,2025-01-01 20:27:00,FL,tablet,2793,1,0
191,1260.39,M240,2025-01-01 20:30:00,TX,POS,2688,0,0
192,4315.01,M241,2025-01-01 20:33:00,TX,desktop,2092,0,0
193,2292.55,M242,2025-01-01 20:36:00,WA,mobile,3339,0,0
194,4020.25,M243,2025-01-01 20:39:00,NY,desktop,3562,1,0
195,205.04,M244,2025-01-01 20:42:00,NY,desktop,2592,0,0
196,3826.33,M245,2025-01-01 20:45:00,OH,desktop,2636,1,0
197,222.22,M246,2025-01-01 20:48:00,NY,desktop,3061,1,0
198,4476.34,M247,2025-01-01 20:51:00,TX,POS,3359,1,0
199,2853.29,M248,2025-01-01 20:54:00,NY,tablet,3928,0,0
200,756.87,M249,2025-01-01 20:57:00,OH,POS,3823,1,0
201,3269.54,M200,2025-01-01 21:00:00,OH,mobile,3792,1,0
202,428.64,M201,2025-01-01 21:03:00,NY,mobile,3544,1,0
203,3930.59,M202,2025-01-01 21:06:00,WA,desktop,3329,1,0
204,5976.64,M203,2025-01-01 21:09:00,WA,mobile,3478,1,0
205,4623.3,M204,2025-01-01 21:12:00,CA,POS,3771,1,0
206,3455.43,M205,2025-01-01 21:15:00,NY,POS,2932,1,0
207,642.73,M206,2025-01-01 21:18:00,FL,POS,2743,0,0
208,4208.01,M207,2025-01-01 21:21:00,NY,desktop,2754,1,0
209,3977.17,M208,2025-01-01 21:24:00,NY,mobile,2876,1,0
210,323.11,M209,2025-01-01 21:27:00,OH,desktop,2507,1,0
211,4760.03,M210,2025-01-01 21:30:00,OH,desktop,2510,0,0
212,3126.74,M211,2025-01-01 21:33:00,NY,tablet,2133,1,0
213,2572.43,M212,2025-01-01 21:36:00,NY,POS,2164,1,0
214,4735.48,M213,2025-01-01 21:39:00,WA,POS,3149,0,1
215,2487.07,M214,2025-01-01 21:42:00,WA,mobile,2806,0,0
216,2901.73,M215,2025-01-01 21:45:00,NY,tablet,2643,1,0
217,1114.32,M216,2025-01-01 21:48:00,CA,POS,3968,0,0
218,1948.27,M217,2025-01-01 21:51:00,CA,tablet,3444,0,0
219,5077.83,M218,2025-01-01 21:54:00,NY,mobile,3225,1,0
220,1145.82,M219,2025-01-01 21:57:00,FL,tablet,3929,0,0
221,2521.23,M220,2025-01-01 22:00:00,OH,POS,3136,0,0
222,5934.54,M221,2025-01-01 22:03:00,OH,POS,3890,0,0
223,1442.5,M222,2025-01-01 22:06:00,WA,desktop,3543,0,0
224,5503.49,M223,2025-01-01 22:09:00,OH,POS,2534,1,0
225,5512.83,M224,2025-01-01 22:12:00,TX,desktop,3136,1,0
226,575.04,M225,2025-01-01 22:15:00,FL,mobile,3267,1,0
227,2798.01,M226,2025-01-01 22:18:00,OH,desktop,3862,1,0
228,3028.23,M227,2025-01-01 22:21:00,OH,mobile,3396,1,1
229,1902.6,M228,2025-01-01 22:24:00,WA,POS,3214,0,0
230,312.62,M229,2025-01-01 22:27:00,TX,tablet,3601,1,0
231,1472.86,M230,2025-01-01 22:30:00,OH,desktop,2293,0,0
232,600.31,M231,2025-01-01 22:33:00,OH,tablet,2659,1,0
233,1452.35,M232,2025-01-01 22:36:00,CA,desktop,3950,1,0
234,4852.51,M233,2025-01-01 22:39:00,OH,desktop,3693,1,0
235,5373.02,M234,2025-01-01 22:42:00,OH,POS,2175,1,0
236,288.04,M235,2025-01-01 22:45:00,CA,POS,3752,1,0
237,1832.62,M236,2025-01-01 22:48:00,WA,mobile,2009,0,1
238,5884.08,M237,2025-01-01 22:51:00,WA,mobile,2699,0,0
239,3250.84,M238,2025-01-01 22:54:00,TX,mobile,2080,1,0
240,3769.07,M239,2025-01-01 22:57:00,CA,mobile,3928,1,0
241,63.11,M240,2025-01-01 23:00:00,OH,tablet,3898,1,0
242,2924.91,M241,2025-01-01 23:03:00,OH,POS,2825,1,0
243,5930.32,M242,2025-01-01 23:06:00,FL,mobile,3951,0,0
244,2269.86,M243,2025-01-01 23:09:00,CA,tablet,3111,0,0
245,609.32,M244,2025-01-01 23:12:00,TX,desktop,2399,1,1
246,2787.6,M245,2025-01-01 23:15:00,CA,tablet,2109,1,1
247,5779.14,M246,2025-01-01 23:18:00,FL,desktop,3291,0,0
248,2070.73,M247,2025-01-01 23:21:00,CA,desktop,2418,0,0
249,4799.57,M248,2025-01-01 23:24:00,FL,tablet,3268,1,0
250,4799.11,M249,2025-01-01 23:27:00,NY,POS,2362,0,0
