transaction_id,amount,merchant_id,timestamp,location,device_type,user_id,is_international,is_fraud
70,6558.24,M304,2025-01-01 16:36:00,MA,mobile,4291,1,0
71,5695.87,M301,2025-01-01 16:40:00,NY,POS,3290,0,0
72,4134.81,M304,2025-01-01 16:44:00,CA,desktop,3012,1,0
73,2641.37,M301,2025-01-01 16:48:00,TX,desktop,4281,0,1
74,4957.59,M301,2025-01-01 16:52:00,NY,tablet,4615,0,0
75,6630.95,M305,2025-01-01 16:56:00,FL,desktop,3972,0,0
76,4161.07,M303,2025-01-01 17:00:00,MA,tablet,3505,1,0
77,5218.69,M305,2025-01-01 17:04:00,MA,desktop,4006,0,0
78,6778.98,M305,2025-01-01 17:08:00,CA,POS,3136,1,0
79,3834.16,M301,2025-01-01 17:12:00,NY,mobile,4109,1,0
80,5768.65,M301,2025-01-01 17:16:00,NY,tablet,4550,0,0
81,5651.66,M304,2025-01-01 17:20:00,FL,POS,3247,1,0
82,6200.23,M304,2025-01-01 17:24:00,FL,mobile,3665,1,0
83,1279.43,M302,2025-01-01 17:28:00,CA,mobile,3337,0,0
84,821.47,M303,2025-01-01 17:32:00,MA,mobile,3801,0,1
85,5125.91,M303,2025-01-01 17:36:00,FL,mobile,4681,1,0
86,995.49,M303,2025-01-01 17:40:00,TX,mobile,4243,1,0
87,4358.27,M305,2025-01-01 17:44:00,CA,tablet,3062,0,0
88,3393.8,M304,2025-01-01 17:48:00,NY,tablet,4085,1,1
89,6000.06,M301,2025-01-01 17:52:00,CA,tablet,4644,1,0
90,131.53,M304,2025-01-01 17:56:00,FL,desktop,4190,0,0
91,6797.07,M302,2025-01-01 18:00:00,CA,mobile,3755,1,0
92,6241.8,M305,2025-01-01 18:04:00,TX,desktop,4721,0,0
93,1919.84,M303,2025-01-01 18:08:00,TX,mobile,3996,1,0
94,6964.52,M303,2025-01-01 18:12:00,TX,POS,4088,0,1
95,3560.71,M301,2025-01-01 18:16:00,TX,POS,4470,0,0
96,1502.6,M305,2025-01-01 18:20:00,FL,desktop,3217,1,0
97,7419.59,M301,2025-01-01 18:24:00,MA,POS,3495,1,1
98,1185.16,M305,2025-01-01 18:28:00,MA,POS,3887,0,0
99,4518.99,M304,2025-01-01 18:32:00,FL,desktop,4807,0,0
100,7510.01,M303,2025-01-01 18:36:00,TX,POS,4627,0,0
101,2194.74,M302,2025-01-01 18:40:00,TX,mobile,3302,1,0
102,5392.89,M303,2025-01-01 18:44:00,NY,desktop,4016,0,0
103,2394.22,M305,2025-01-01 18:48:00,FL,tablet,3359,0,1
104,7562.94,M303,2025-01-01 18:52:00,TX,desktop,4533,0,1
105,5590.05,M302,2025-01-01 18:56:00,NY,POS,3164,1,0
106,5900.16,M301,2025-01-01 19:00:00,MA,POS,3636,1,0
107,7264.7,M305,2025-01-01 19:04:00,NY,tablet,4814,1,1
108,812.81,M302,2025-01-01 19:08:00,NY,mobile,3136,0,0
109,3719.93,M303,2025-01-01 19:12:00,NY,POS,4414,1,0
110,112.38,M303,2025-01-01 19:16:00,MA,POS,3155,1,1
111,2273.0,M302,2025-01-01 19:20:00,TX,desktop,3306,0,0
112,6271.38,M304,2025-01-01 19:24:00,MA,desktop,3907,1,1
113,2049.66,M302,2025-01-01 19:28:00,CA,tablet,3915,0,1
114,2462.44,M303,2025-01-01 19:32:00,TX,POS,4220,1,0
115,247.2,M305,2025-01-01 19:36:00,MA,POS,3319,0,0
116,4403.93,M302,2025-01-01 19:40:00,FL,desktop,4690,0,0
117,2185.23,M303,2025-01-01 19:44:00,CA,mobile,4501,0,0
118,1474.52,M301,2025-01-01 19:48:00,TX,desktop,4900,1,0
119,6928.28,M301,2025-01-01 19:52:00,FL,desktop,3716,1,0
120,1275.14,M302,2025-01-01 19:56:00,CA,desktop,3070,0,0
121,2056.57,M305,2025-01-01 20:00:00,CA,POS,3176,1,0
122,5244.03,M304,2025-01-01 20:04:00,NY,POS,4130,1,0
123,200.42,M302,2025-01-01 20:08:00,NY,tablet,3848,0,0
124,7696.07,M304,2025-01-01 20:12:00,NY,tablet,3599,0,1
125,7182.98,M303,2025-01-01 20:16:00,MA,mobile,3751,1,0
126,981.99,M305,2025-01-01 20:20:00,CA,desktop,3521,0,0
127,5782.28,M305,2025-01-01 20:24:00,TX,tablet,4888,1,0
128,7670.78,M303,2025-01-01 20:28:00,NY,mobile,3079,0,0
129,3964.34,M301,2025-01-01 20:32:00,CA,tablet,4200,0,0
130,7511.52,M305,2025-01-01 20:36:00,NY,POS,4747,1,0
131,3992.05,M301,2025-01-01 20:40:00,FL,mobile,3722,0,0
132,4446.5,M305,2025-01-01 20:44:00,MA,tablet,3616,0,0
133,4025.6,M303,2025-01-01 20:48:00,NY,desktop,4023,0,0
134,6684.32,M301,2025-01-01 20:52:00,CA,mobile,3203,0,0
135,995.87,M302,2025-01-01 20:56:00,NY,tablet,4405,0,0
136,645.49,M302,2025-01-01 21:00:00,FL,tablet,4378,0,0
137,3535.62,M304,2025-01-01 21:04:00,TX,POS,3452,1,0
138,2423.4,M305,2025-01-01 21:08:00,NY,mobile,4069,0,0
139,6762.37,M303,2025-01-01 21:12:00,CA,desktop,3790,0,0
140,5367.81,M304,2025-01-01 21:16:00,TX,desktop,4061,1,0
141,6324.57,M304,2025-01-01 21:20:00,FL,mobile,4915,0,0
142,653.27,M304,2025-01-01 21:24:00,MA,tablet,4922,1,0
143,5271.77,M301,2025-01-01 21:28:00,TX,mobile,3578,0,0
144,1783.97,M305,2025-01-01 21:32:00,NY,desktop,3359,0,0
145,2845.0,M304,2025-01-01 21:36:00,NY,POS,3756,1,1
146,4733.81,M304,2025-01-01 21:40:00,FL,mobile,4857,0,0
147,3999.94,M303,2025-01-01 21:44:00,FL,desktop,4779,0,0
148,6327.66,M304,2025-01-01 21:48:00,CA,POS,3541,0,0
149,3778.67,M302,2025-01-01 21:52:00,NY,tablet,4270,0,0
150,2344.49,M305,2025-01-01 21:56:00,TX,tablet,3525,0,0
151,3795.36,M305,2025-01-01 22:00:00,TX,desktop,3749,1,0
152,6115.63,M302,2025-01-01 22:04:00,CA,mobile,4378,0,1
153,6217.62,M301,2025-01-01 22:08:00,MA,tablet,4776,1,0
154,1792.47,M305,2025-01-01 22:12:00,FL,POS,4568,1,1
155,2554.66,M303,2025-01-01 22:16:00,MA,desktop,4772,1,0
156,3746.9,M304,2025-01-01 22:20:00,FL,mobile,4560,0,0
157,151.39,M302,2025-01-01 22:24:00,FL,mobile,4087,0,0
158,5481.47,M303,2025-01-01 22:28:00,MA,desktop,4435,0,0
159,7985.98,M304,2025-01-01 22:32:00,MA,POS,4860,1,0
160,6975.82,M305,2025-01-01 22:36:00,CA,tablet,3174,1,0
161,1840.31,M304,2025-01-01 22:40:00,NY,POS,3957,0,0
162,7474.42,M302,2025-01-01 22:44:00,CA,POS,3329,0,0
163,4614.79,M304,2025-01-01 22:48:00,NY,tablet,4927,0,0
164,6887.06,M301,2025-01-01 22:52:00,FL,POS,4734,0,0
165,3499.63,M302,2025-01-01 22:56:00,CA,desktop,4120,0,0
166,6301.7,M301,2025-01-01 23:00:00,CA,desktop,3566,1,0
167,2615.11,M303,2025-01-01 23:04:00,TX,mobile,4907,1,1
168,2895.49,M304,2025-01-01 23:08:00,TX,POS,4229,1,0
169,1841.21,M304,2025-01-01 23:12:00,NY,desktop,4912,1,0
170,7517.8,M305,2025-01-01 23:16:00,CA,mobile,3374,0,1
171,4997.93,M304,2025-01-01 23:20:00,FL,tablet,4979,1,0
172,2368.73,M302,2025-01-01 23:24:00,MA,desktop,3059,0,0
173,5943.28,M305,2025-01-01 23:28:00,CA,tablet,3832,1,0
174,2542.04,M302,2025-01-01 23:32:00,CA,desktop,4853,1,0
175,342.86,M301,2025-01-01 23:36:00,FL,mobile,4732,0,1
176,5372.87,M302,2025-01-01 23:40:00,NY,desktop,4011,1,1
177,1043.84,M302,2025-01-01 23:44:00,NY,mobile,3898,0,0
178,336.24,M302,2025-01-01 23:48:00,CA,tablet,3604,0,0
179,6380.59,M303,2025-01-01 23:52:00,NY,tablet,4423,0,0
180,208.82,M304,2025-01-01 23:56:00,FL,desktop,4935,0,0
181,2813.94,M302,2025-01-02 00:00:00,TX,POS,3869,1,0
182,7567.04,M302,2025-01-02 00:04:00,CA,mobile,4165,0,0
183,1475.77,M305,2025-01-02 00:08:00,CA,tablet,3734,1,0
184,6347.82,M302,2025-01-02 00:12:00,CA,POS,4789,0,1
185,548.35,M303,2025-01-02 00:16:00,MA,tablet,3787,0,0
186,6202.57,M304,2025-01-02 00:20:00,TX,desktop,4043,1,0
187,6600.02,M303,2025-01-02 00:24:00,CA,POS,4124,0,1
188,6978.63,M303,2025-01-02 00:28:00,FL,mobile,4826,1,0
189,7969.58,M301,2025-01-02 00:32:00,TX,POS,4616,1,0
190,5380.95,M303,2025-01-02 00:36:00,CA,desktop,4877,1,0
191,1655.13,M302,2025-01-02 00:40:00,NY,POS,4935,0,1
192,717.4,M302,2025-01-02 00:44:00,NY,desktop,4957,1,0
193,5755.3,M301,2025-01-02 00:48:00,NY,tablet,4656,0,0
194,1809.56,M302,2025-01-02 00:52:00,NY,tablet,3594,1,0
195,4621.81,M304,2025-01-02 00:56:00,FL,POS,4584,0,0
196,6321.03,M304,2025-01-02 01:00:00,FL,POS,4427,0,0
197,2830.65,M302,2025-01-02 01:04:00,FL,mobile,3858,1,0
198,4817.85,M304,2025-01-02 01:08:00,FL,desktop,3663,0,0
199,7873.48,M301,2025-01-02 01:12:00,TX,tablet,3334,0,0
200,1479.23,M305,2025-01-02 01:16:00,MA,tablet,3892,1,0
201,6374.02,M305,2025-01-02 01:20:00,FL,tablet,3740,1,0
202,6811.7,M301,2025-01-02 01:24:00,TX,mobile,3783,0,0
203,3191.53,M305,2025-01-02 01:28:00,FL,POS,4318,1,0
204,7567.45,M302,2025-01-02 01:32:00,TX,mobile,3931,0,0
205,4555.83,M305,2025-01-02 01:36:00,MA,mobile,3264,0,0
206,5042.4,M305,2025-01-02 01:40:00,CA,tablet,3202,0,0
207,3443.84,M303,2025-01-02 01:44:00,NY,desktop,4430,0,0
208,2317.57,M304,2025-01-02 01:48:00,TX,POS,4479,1,0
209,3074.63,M303,2025-01-02 01:52:00,FL,mobile,4065,1,0
210,5698.45,M305,2025-01-02 01:56:00,NY,mobile,3396,1,0
211,7781.7,M303,2025-01-02 02:00:00,CA,mobile,4365,1,0
212,2691.28,M302,2025-01-02 02:04:00,CA,desktop,4168,0,0
213,5745.87,M304,2025-01-02 02:08:00,CA,tablet,4389,1,0
214,6729.12,M303,2025-01-02 02:12:00,FL,desktop,3467,0,0
215,7076.43,M302,2025-01-02 02:16:00,FL,desktop,4013,1,0
216,4417.61,M304,2025-01-02 02:20:00,FL,mobile,4580,1,1
217,7198.95,M305,2025-01-02 02:24:00,CA,POS,3063,1,0
218,6227.33,M304,2025-01-02 02:28:00,CA,desktop,3048,1,0
219,5507.66,M301,2025-01-02 02:32:00,FL,desktop,4642,1,0
220,2774.28,M302,2025-01-02 02:36:00,TX,desktop,4086,1,1
221,6908.17,M302,2025-01-02 02:40:00,MA,tablet,4460,1,0
222,6770.9,M304,2025-01-02 02:44:00,TX,desktop,4575,0,0
223,679.23,M302,2025-01-02 02:48:00,TX,tablet,4577,1,0
224,7012.48,M303,2025-01-02 02:52:00,CA,desktop,4053,0,0
225,381.21,M305,2025-01-02 02:56:00,TX,mobile,4801,1,0
226,3417.38,M305,2025-01-02 03:00:00,TX,tablet,4735,0,0
227,4918.11,M304,2025-01-02 03:04:00,TX,desktop,3227,1,0
228,4890.77,M302,2025-01-02 03:08:00,CA,desktop,3896,1,0
229,4163.37,M301,2025-01-02 03:12:00,CA,mobile,3692,0,0
230,4314.0,M301,2025-01-02 03:16:00,FL,desktop,3777,1,1
231,6321.24,M304,2025-01-02 03:20:00,NY,POS,4502,1,0
232,7743.05,M302,2025-01-02 03:24:00,CA,tablet,4579,0,1
233,841.14,M301,2025-01-02 03:28:00,NY,desktop,3969,1,0
234,1347.34,M302,2025-01-02 03:32:00,NY,POS,4678,1,0
235,5953.25,M301,2025-01-02 03:36:00,MA,POS,3378,0,0
236,7423.45,M305,2025-01-02 03:40:00,CA,POS,4275,0,0
237,672.4,M302,2025-01-02 03:44:00,NY,desktop,3172,0,0
238,4346.21,M304,2025-01-02 03:48:00,TX,desktop,4891,0,0
239,591.96,M303,2025-01-02 03:52:00,NY,mobile,4164,1,0
240,7491.16,M304,2025-01-02 03:56:00,MA,tablet,3738,0,0
241,7803.91,M303,2025-01-02 04:00:00,CA,mobile,3514,1,0
242,3999.25,M303,2025-01-02 04:04:00,MA,POS,3488,1,0
243,4189.59,M302,2025-01-02 04:08:00,CA,desktop,3021,1,1
244,7435.4,M302,2025-01-02 04:12:00,NY,desktop,4718,0,0
245,6720.9,M302,2025-01-02 04:16:00,TX,tablet,3941,1,0
246,4250.3,M304,2025-01-02 04:20:00,FL,desktop,3677,1,0
247,675.68,M302,2025-01-02 04:24:00,TX,POS,4468,1,0
248,3740.74,M303,2025-01-02 04:28:00,FL,tablet,3143,0,0
249,1347.35,M305,2025-01-02 04:32:00,FL,desktop,4239,1,0
250,6396.98,M304,2025-01-02 04:36:00,FL,mobile,3049,0,0
