transaction_id,amount,merchant_id,timestamp,location,device_type,user_id,is_international,is_fraud
46,3329.49,M115,2025-01-10 11:30:00,FL,tablet,1364,1,0
47,1592.97,M116,2025-01-10 11:32:00,CA,mobile,1665,1,0
48,2624.34,M117,2025-01-10 11:34:00,TX,desktop,1525,0,0
49,2756.22,M118,2025-01-10 11:36:00,FL,mobile,1698,0,0
50,965.03,M119,2025-01-10 11:38:00,IL,tablet,1311,0,1
51,4849.44,M120,2025-01-10 11:40:00,NY,mobile,1882,0,0
52,3886.91,M121,2025-01-10 11:42:00,IL,tablet,1006,1,0
53,4700.52,M122,2025-01-10 11:44:00,FL,tablet,1002,1,0
54,4479.4,M123,2025-01-10 11:46:00,FL,mobile,1622,0,0
55,3009.6,M124,2025-01-10 11:48:00,FL,desktop,1918,0,0
56,4613.28,M125,2025-01-10 11:50:00,IL,tablet,1749,1,0
57,488.04,M126,2025-01-10 11:52:00,FL,mobile,1362,0,0
58,1020.12,M127,2025-01-10 11:54:00,IL,mobile,1750,1,0
59,273.88,M128,2025-01-10 11:56:00,FL,desktop,1507,0,0
60,1660.39,M129,2025-01-10 11:58:00,TX,tablet,1273,0,0
61,1973.95,M100,2025-01-10 12:00:00,FL,tablet,1505,0,0
62,1393.18,M101,2025-01-10 12:02:00,IL,mobile,1805,0,1
63,4152.25,M102,2025-01-10 12:04:00,CA,mobile,1738,0,0
64,1815.93,M103,2025-01-10 12:06:00,FL,desktop,1882,0,0
65,1440.63,M104,2025-01-10 12:08:00,CA,desktop,1014,0,0
66,2736.35,M105,2025-01-10 12:10:00,TX,tablet,1191,1,1
67,747.57,M106,2025-01-10 12:12:00,NY,tablet,1984,1,0
68,4020.88,M107,2025-01-10 12:14:00,TX,mobile,1630,1,0
69,419.03,M108,2025-01-10 12:16:00,FL,tablet,1484,1,0
70,4935.09,M109,2025-01-10 12:18:00,CA,desktop,1027,1,0
71,3872.61,M110,2025-01-10 12:20:00,CA,desktop,1713,0,0
72,1033.64,M111,2025-01-10 12:22:00,IL,mobile,1038,0,0
73,77.33,M112,2025-01-10 12:24:00,CA,desktop,1952,1,0
74,4086.53,M113,2025-01-10 12:26:00,IL,desktop,1272,0,0
75,3548.94,M114,2025-01-10 12:28:00,NY,desktop,1230,1,0
76,3658.59,M115,2025-01-10 12:30:00,FL,desktop,1085,1,0
77,3867.79,M116,2025-01-10 12:32:00,IL,mobile,1473,0,0
78,416.52,M117,2025-01-10 12:34:00,NY,mobile,1125,0,1
79,1824.41,M118,2025-01-10 12:36:00,CA,tablet,1811,0,0
80,623.55,M119,2025-01-10 12:38:00,CA,desktop,1536,1,0
81,4322.36,M120,2025-01-10 12:40:00,NY,tablet,1144,0,0
82,3135.33,M121,2025-01-10 12:42:00,CA,mobile,1524,1,0
83,1687.95,M122,2025-01-10 12:44:00,NY,mobile,1211,1,0
84,364.61,M123,2025-01-10 12:46:00,IL,mobile,1024,1,0
85,1589.36,M124,2025-01-10 12:48:00,IL,mobile,1579,0,0
86,1659.66,M125,2025-01-10 12:50:00,NY,mobile,1393,0,0
87,3661.55,M126,2025-01-10 12:52:00,IL,mobile,1066,1,0
88,3205.91,M127,2025-01-10 12:54:00,IL,mobile,1232,0,0
89,4441.7,M128,2025-01-10 12:56:00,IL,desktop,1108,0,0
90,2387.46,M129,2025-01-10 12:58:00,TX,tablet,1145,0,0
91,641.99,M100,2025-01-10 13:00:00,FL,mobile,1110,1,0
92,3580.56,M101,2025-01-10 13:02:00,CA,desktop,1227,1,0
93,3815.89,M102,2025-01-10 13:04:00,TX,desktop,1110,0,0
94,2828.32,M103,2025-01-10 13:06:00,IL,tablet,1469,1,0
95,3866.29,M104,2025-01-10 13:08:00,NY,mobile,1033,0,0
96,2494.29,M105,2025-01-10 13:10:00,IL,tablet,1622,0,0
97,2637.53,M106,2025-01-10 13:12:00,FL,mobile,1775,0,0
98,2166.33,M107,2025-01-10 13:14:00,IL,desktop,1935,0,0
99,175.82,M108,2025-01-10 13:16:00,NY,desktop,1368,1,0
100,584.06,M109,2025-01-10 13:18:00,FL,desktop,1747,1,0
101,205.57,M110,2025-01-10 13:20:00,IL,desktop,1594,1,0
102,3200.23,M111,2025-01-10 13:22:00,FL,tablet,1553,0,0
103,1606.06,M112,2025-01-10 13:24:00,CA,mobile,1424,0,1
104,2567.42,M113,2025-01-10 13:26:00,CA,mobile,1612,0,0
105,4542.45,M114,2025-01-10 13:28:00,IL,tablet,1517,1,0
106,1284.0,M115,2025-01-10 13:30:00,FL,mobile,1691,0,0
107,2081.4,M116,2025-01-10 13:32:00,NY,desktop,1281,1,0
108,3789.98,M117,2025-01-10 13:34:00,IL,mobile,1319,1,0
109,1182.55,M118,2025-01-10 13:36:00,CA,desktop,1737,1,0
110,431.05,M119,2025-01-10 13:38:00,CA,tablet,1442,1,1
111,1484.27,M120,2025-01-10 13:40:00,IL,mobile,1951,1,0
112,848.05,M121,2025-01-10 13:42:00,FL,tablet,1314,1,0
113,4652.0,M122,2025-01-10 13:44:00,CA,mobile,1876,0,1
114,4050.2,M123,2025-01-10 13:46:00,FL,desktop,1965,0,0
115,3185.35,M124,2025-01-10 13:48:00,CA,tablet,1740,1,1
116,4363.73,M125,2025-01-10 13:50:00,CA,mobile,1376,1,0
117,4028.18,M126,2025-01-10 13:52:00,TX,desktop,1288,0,0
118,973.52,M127,2025-01-10 13:54:00,CA,tablet,1436,1,0
119,4468.17,M128,2025-01-10 13:56:00,NY,tablet,1661,1,0
120,2719.74,M129,2025-01-10 13:58:00,IL,mobile,1276,0,0
121,4046.83,M100,2025-01-10 14:00:00,IL,mobile,1709,1,0
122,4485.65,M101,2025-01-10 14:02:00,FL,mobile,1581,1,0
123,1624.12,M102,2025-01-10 14:04:00,CA,desktop,1502,1,1
124,594.76,M103,2025-01-10 14:06:00,NY,mobile,1623,0,0
125,1178.28,M104,2025-01-10 14:08:00,FL,tablet,1515,0,0
126,2164.18,M105,2025-01-10 14:10:00,TX,tablet,1349,0,0
127,4099.17,M106,2025-01-10 14:12:00,FL,mobile,1842,1,0
128,4310.62,M107,2025-01-10 14:14:00,FL,mobile,1445,1,0
129,84.41,M108,2025-01-10 14:16:00,CA,tablet,1829,0,0
130,2578.2,M109,2025-01-10 14:18:00,TX,desktop,1349,1,0
131,2116.18,M110,2025-01-10 14:20:00,FL,mobile,1606,1,0
132,1149.43,M111,2025-01-10 14:22:00,NY,mobile,1663,1,0
133,643.33,M112,2025-01-10 14:24:00,NY,tablet,1822,1,0
134,1721.2,M113,2025-01-10 14:26:00,IL,mobile,1136,1,0
135,4717.4,M114,2025-01-10 14:28:00,TX,desktop,1758,0,0
136,1649.85,M115,2025-01-10 14:30:00,TX,tablet,1898,1,1
137,2618.01,M116,2025-01-10 14:32:00,IL,mobile,1242,0,0
138,3529.94,M117,2025-01-10 14:34:00,FL,tablet,1542,1,0
139,1849.97,M118,2025-01-10 14:36:00,TX,mobile,1039,0,0
140,4860.32,M119,2025-01-10 14:38:00,NY,mobile,1228,1,0
141,4814.11,M120,2025-01-10 14:40:00,NY,mobile,1547,0,1
142,1296.32,M121,2025-01-10 14:42:00,CA,desktop,1919,1,0
143,2511.38,M122,2025-01-10 14:44:00,TX,desktop,1222,0,0
144,1539.35,M123,2025-01-10 14:46:00,FL,tablet,1005,1,0
145,1459.96,M124,2025-01-10 14:48:00,IL,mobile,1321,0,0
146,232.59,M125,2025-01-10 14:50:00,IL,mobile,1467,1,1
147,3067.34,M126,2025-01-10 14:52:00,FL,desktop,1731,0,0
148,2538.26,M127,2025-01-10 14:54:00,CA,mobile,1074,0,0
149,304.82,M128,2025-01-10 14:56:00,IL,desktop,1003,1,0
150,1429.3,M129,2025-01-10 14:58:00,TX,mobile,1846,1,0
151,4545.92,M100,2025-01-10 15:00:00,CA,tablet,1645,0,0
152,1235.83,M101,2025-01-10 15:02:00,TX,mobile,1117,1,1
153,767.23,M102,2025-01-10 15:04:00,NY,mobile,1880,0,1
154,2472.79,M103,2025-01-10 15:06:00,CA,desktop,1605,0,0
155,4928.97,M104,2025-01-10 15:08:00,IL,mobile,1503,0,0
156,1248.17,M105,2025-01-10 15:10:00,CA,mobile,1997,1,0
157,3377.07,M106,2025-01-10 15:12:00,CA,desktop,1946,0,0
158,3820.02,M107,2025-01-10 15:14:00,CA,tablet,1573,0,0
159,1226.31,M108,2025-01-10 15:16:00,CA,tablet,1440,1,0
160,3654.67,M109,2025-01-10 15:18:00,TX,desktop,1193,1,1
161,1870.53,M110,2025-01-10 15:20:00,NY,desktop,1846,1,0
162,3179.91,M111,2025-01-10 15:22:00,FL,desktop,1714,1,0
163,3185.97,M112,2025-01-10 15:24:00,CA,desktop,1391,0,0
164,2702.08,M113,2025-01-10 15:26:00,IL,desktop,1025,0,0
165,496.93,M114,2025-01-10 15:28:00,CA,tablet,1434,0,0
166,4184.75,M115,2025-01-10 15:30:00,IL,tablet,1172,0,0
167,1637.86,M116,2025-01-10 15:32:00,TX,desktop,1299,1,0
168,973.27,M117,2025-01-10 15:34:00,IL,mobile,1644,0,0
169,251.84,M118,2025-01-10 15:36:00,FL,desktop,1325,0,0
170,2974.92,M119,2025-01-10 15:38:00,NY,mobile,1409,1,0
171,3403.94,M120,2025-01-10 15:40:00,IL,desktop,1117,0,0
172,132.11,M121,2025-01-10 15:42:00,IL,desktop,1835,0,0
173,2584.86,M122,2025-01-10 15:44:00,NY,tablet,1786,0,0
174,1171.15,M123,2025-01-10 15:46:00,FL,mobile,1723,0,0
175,3243.61,M124,2025-01-10 15:48:00,CA,mobile,1224,0,0
176,913.11,M125,2025-01-10 15:50:00,IL,tablet,1531,0,0
177,3470.14,M126,2025-01-10 15:52:00,NY,tablet,1112,1,0
178,1964.34,M127,2025-01-10 15:54:00,TX,tablet,1139,1,0
179,4686.81,M128,2025-01-10 15:56:00,NY,tablet,1558,0,0
180,730.73,M129,2025-01-10 15:58:00,TX,mobile,1000,0,0
181,1738.28,M100,2025-01-10 16:00:00,FL,mobile,1089,1,0
182,611.69,M101,2025-01-10 16:02:00,CA,desktop,1653,0,0
183,4627.23,M102,2025-01-10 16:04:00,NY,desktop,1319,0,0
184,4392.83,M103,2025-01-10 16:06:00,IL,tablet,1549,0,0
185,1326.81,M104,2025-01-10 16:08:00,FL,tablet,1804,1,0
186,3316.92,M105,2025-01-10 16:10:00,NY,tablet,1893,0,0
187,4095.25,M106,2025-01-10 16:12:00,IL,desktop,1138,1,0
188,2798.24,M107,2025-01-10 16:14:00,NY,desktop,1510,0,0
189,2671.77,M108,2025-01-10 16:16:00,TX,desktop,1867,1,0
190,1247.17,M109,2025-01-10 16:18:00,NY,desktop,1844,1,0
191,510.86,M110,2025-01-10 16:20:00,NY,desktop,1258,0,0
192,4491.22,M111,2025-01-10 16:22:00,NY,desktop,1672,1,0
193,4507.07,M112,2025-01-10 16:24:00,FL,desktop,1901,0,1
194,3183.85,M113,2025-01-10 16:26:00,NY,tablet,1689,1,0
195,1728.2,M114,2025-01-10 16:28:00,IL,tablet,1009,0,0
196,1778.59,M115,2025-01-10 16:30:00,TX,tablet,1260,0,0
197,3643.48,M116,2025-01-10 16:32:00,TX,tablet,1918,1,1
198,4490.7,M117,2025-01-10 16:34:00,NY,desktop,1649,0,0
199,4441.08,M118,2025-01-10 16:36:00,FL,mobile,1171,0,0
200,3910.38,M119,2025-01-10 16:38:00,FL,desktop,1897,1,0
201,3228.06,M120,2025-01-10 16:40:00,IL,mobile,1012,0,0
202,466.49,M121,2025-01-10 16:42:00,NY,tablet,1167,0,0
203,850.06,M122,2025-01-10 16:44:00,TX,desktop,1641,1,0
204,4497.84,M123,2025-01-10 16:46:00,FL,tablet,1595,1,0
205,3051.82,M124,2025-01-10 16:48:00,NY,desktop,1320,0,0
206,95.53,M125,2025-01-10 16:50:00,FL,tablet,1318,0,0
207,552.28,M126,2025-01-10 16:52:00,FL,mobile,1612,1,0
208,3334.33,M127,2025-01-10 16:54:00,TX,mobile,1328,1,0
209,75.05,M128,2025-01-10 16:56:00,CA,mobile,1784,0,0
210,846.0,M129,2025-01-10 16:58:00,IL,desktop,1776,1,0
211,2766.23,M100,2025-01-10 17:00:00,IL,mobile,1970,0,0
212,3474.88,M101,2025-01-10 17:02:00,TX,desktop,1910,0,0
213,3277.21,M102,2025-01-10 17:04:00,FL,mobile,1919,0,0
214,1160.13,M103,2025-01-10 17:06:00,NY,mobile,1549,0,0
215,3575.29,M104,2025-01-10 17:08:00,FL,desktop,1418,0,0
216,1224.38,M105,2025-01-10 17:10:00,TX,desktop,1605,1,0
217,1660.73,M106,2025-01-10 17:12:00,IL,mobile,1094,1,0
218,3745.13,M107,2025-01-10 17:14:00,FL,desktop,1816,1,1
219,3265.68,M108,2025-01-10 17:16:00,IL,mobile,1580,1,0
220,4253.66,M109,2025-01-10 17:18:00,NY,desktop,1317,0,0
221,3305.18,M110,2025-01-10 17:20:00,IL,tablet,1955,0,0
222,2863.13,M111,2025-01-10 17:22:00,IL,tablet,1235,0,0
223,513.69,M112,2025-01-10 17:24:00,CA,tablet,1945,0,1
224,1870.19,M113,2025-01-10 17:26:00,CA,tablet,1333,1,0
225,1362.75,M114,2025-01-10 17:28:00,CA,tablet,1884,0,0
226,1257.75,M115,2025-01-10 17:30:00,IL,mobile,1375,0,0
227,4866.4,M116,2025-01-10 17:32:00,TX,tablet,1458,1,1
228,1995.83,M117,2025-01-10 17:34:00,IL,tablet,1136,1,0
229,4465.63,M118,2025-01-10 17:36:00,TX,tablet,1929,1,0
230,3174.14,M119,2025-01-10 17:38:00,TX,tablet,1587,1,1
231,3984.32,M120,2025-01-10 17:40:00,CA,desktop,1994,0,1
232,2538.05,M121,2025-01-10 17:42:00,FL,mobile,1546,0,0
233,2905.67,M122,2025-01-10 17:44:00,NY,tablet,1512,1,0
234,2487.96,M123,2025-01-10 17:46:00,CA,tablet,1295,0,0
235,1016.45,M124,2025-01-10 17:48:00,CA,tablet,1319,0,0
236,3626.14,M125,2025-01-10 17:50:00,FL,mobile,1917,0,0
237,1439.82,M126,2025-01-10 17:52:00,NY,desktop,1571,1,0
238,170.36,M127,2025-01-10 17:54:00,IL,mobile,1831,0,0
239,3245.09,M128,2025-01-10 17:56:00,IL,desktop,1348,1,0
240,926.7,M129,2025-01-10 17:58:00,CA,tablet,1839,0,0
241,4705.27,M100,2025-01-10 18:00:00,NY,tablet,1778,0,0
242,4771.95,M101,2025-01-10 18:02:00,CA,mobile,1872,0,1
243,4578.58,M102,2025-01-10 18:04:00,TX,mobile,1228,1,0
244,1882.29,M103,2025-01-10 18:06:00,CA,desktop,1269,0,0
245,126.51,M104,2025-01-10 18:08:00,CA,desktop,1827,1,0
246,4645.18,M105,2025-01-10 18:10:00,IL,mobile,1797,1,0
247,2169.51,M106,2025-01-10 18:12:00,IL,desktop,1290,1,0
248,4834.94,M107,2025-01-10 18:14:00,IL,mobile,1724,0,0
249,4819.92,M108,2025-01-10 18:16:00,TX,desktop,1164,0,0
250,4272.4,M109,2025-01-10 18:18:00,IL,mobile,1004,0,0
